-BEGIN HEADER-,,,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,,,,,
Dates (month/day/year): 01/01/2021 through 12/31/2021 ,,,,,,,,,,,
Location: Latitude  18.4524   Longitude 46.8871 ,,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 667.74 meters,,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,
Parameter(s): ,,,,,,,,,,,
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,,,,,,,,
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) ,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) ,,,,,,,,,,,
T2M                     MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,,,,,
PS                      MERRA-2 Surface Pressure (kPa) ,,,,,,,,,,,
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,,,,
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) ,,,,,,,,,,,
-END HEADER-,,,,,,,,,,,
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,T2M,QV2M,PS,WS10M,WD10M
2021,2,5,0,0,-999,0,11.23,1.83,94.44,1.28,93.14
2021,2,5,1,0,-999,0,11.01,1.83,94.4,0.94,103.46
2021,2,5,2,0,-999,0,10.79,1.77,94.39,0.45,97
2021,2,5,3,0,-999,0,10.4,1.77,94.41,0.33,305.22
2021,2,5,4,0,-999,0,9.46,1.77,94.45,1.16,272.32
2021,2,5,5,0,-999,0,7.81,1.77,94.48,2.07,258.22
2021,2,5,6,19.95,0.48,0,6.58,1.83,94.55,2.72,262.08
2021,2,5,7,229.2,0.71,0.27,9.7,1.89,94.63,3.1,267.25
2021,2,5,8,487.15,0.79,1.73,12.66,1.95,94.67,3.61,266.77
2021,2,5,9,708.88,0.82,4.12,16.61,1.77,94.69,1.01,316.57
2021,2,5,10,869.99,0.84,6.67,19.35,1.59,94.65,2.99,38.22
2021,2,5,11,953.49,0.84,8.2,20.57,1.53,94.56,3.88,44.35
2021,2,5,12,844.89,0.73,-999,21.38,1.53,94.45,4.22,51.09
2021,2,5,13,894.23,0.84,7.1,21.79,1.46,94.36,4.37,51.53
2021,2,5,14,678.99,0.74,4.38,21.8,1.46,94.32,4.62,49.25
2021,2,5,15,427.51,0.62,1.9,21.23,1.46,94.31,4.72,52.39
2021,2,5,16,189.49,0.47,0.4,19.15,1.71,94.33,3.3,58.08
2021,2,5,17,26.14,0.27,0.02,14.62,1.77,94.37,3.34,63.13
2021,2,5,18,0,-999,0,12.9,1.65,94.45,3.54,65.64
2021,2,5,19,0,-999,0,11.9,1.59,94.49,3.55,72.2
2021,2,5,20,0,-999,0,11,1.53,94.51,3.5,77.89
2021,2,5,21,0,-999,0,10.31,1.53,94.5,3.29,81.81
2021,2,5,22,0,-999,0,9.93,1.53,94.46,2.96,91.96
2021,2,5,23,0,-999,0,9.96,1.53,94.43,2.54,101.52
2021,2,6,0,0,-999,0,10.54,1.46,94.42,1.85,102.92
2021,2,6,1,0,-999,0,10.85,1.46,94.4,1.26,118.64
2021,2,6,2,0,-999,0,10.52,1.46,94.37,1.13,166.35
2021,2,6,3,0,-999,0,9.25,1.46,94.36,1.74,201.37
2021,2,6,4,0,-999,0,7.47,1.46,94.38,2.49,220.43
2021,2,6,5,0,-999,0,5.95,1.53,94.43,3.16,227.31
2021,2,6,6,19.73,0.46,0.02,5.81,1.53,94.49,3.45,231.7
2021,2,6,7,223.57,0.69,0.3,9.75,1.53,94.55,4.01,238.79
2021,2,6,8,476.19,0.77,1.85,12.57,1.59,94.63,3.91,249.54
2021,2,6,9,700.66,0.81,4.42,16.75,1.59,94.68,0.92,261.18
2021,2,6,10,867.69,0.84,7.23,20.26,1.59,94.66,2.65,56.78
2021,2,6,11,838.16,0.73,-999,21.63,1.59,94.56,3.35,61.7
2021,2,6,12,970.58,0.84,9.4,22.44,1.65,94.44,3.37,69.8
2021,2,6,13,898.6,0.84,7.88,22.89,1.65,94.32,3.27,75.6
2021,2,6,14,661.82,0.72,-999,22.91,1.65,94.26,3.36,73.25
2021,2,6,15,473.31,0.69,2.27,22.4,1.71,94.24,3.66,70.29
2021,2,6,16,204.66,0.5,0.48,20.33,1.89,94.26,2.86,69.68
2021,2,6,17,26.95,0.27,0.02,15.73,1.83,94.3,3.32,73.31
2021,2,6,18,0,-999,0,13.95,1.71,94.34,3.64,78.62
2021,2,6,19,0,-999,0,12.88,1.71,94.39,3.7,85.52
2021,2,6,20,0,-999,0,11.91,1.65,94.41,3.66,93.8
2021,2,6,21,0,-999,0,11.08,1.65,94.42,3.54,99.52
2021,2,6,22,0,-999,0,10.35,1.59,94.41,3.4,101.39
2021,2,6,23,0,-999,0,9.89,1.59,94.39,3.08,103.37
2021,2,7,0,0,-999,0,9.87,1.53,94.37,2.64,105.81
2021,2,7,1,0,-999,0,9.76,1.53,94.32,2.36,111.55
2021,2,7,2,0,-999,0,9.44,1.53,94.28,2.24,126.79
2021,2,7,3,0,-999,0,8.69,1.46,94.26,2.37,150.98
2021,2,7,4,0,-999,0,7.4,1.46,94.25,2.81,173.77
2021,2,7,5,0,-999,0,6.34,1.46,94.29,3.21,192.79
2021,2,7,6,19.4,0.45,0.02,6.33,1.46,94.36,3.37,209.42
2021,2,7,7,224.19,0.68,0.3,10.01,1.46,94.41,4.48,222.03
2021,2,7,8,480.73,0.77,1.85,12.6,1.53,94.43,4.48,228.61
2021,2,7,9,622.7,0.72,-999,16.26,1.59,94.42,3.36,218.49
2021,2,7,10,863.52,0.83,7.1,20.05,1.65,94.38,1.23,174.9
2021,2,7,11,841.98,0.73,-999,21.9,1.71,94.3,0.95,98.06
2021,2,7,12,852,0.74,-999,22.98,1.71,94.2,1.3,77.47
2021,2,7,13,883.3,0.82,7.45,23.63,1.65,94.11,1.5,88.21
2021,2,7,14,669.38,0.73,4.58,23.85,1.65,94.05,1.54,96.4
2021,2,7,15,419,0.6,2,23.52,1.59,94.05,1.46,87.24
2021,2,7,16,185.48,0.45,0.45,21.86,1.89,94.09,1.32,79.76
2021,2,7,17,26.42,0.26,0.02,18.93,1.71,94.13,1.9,81.27
2021,2,7,18,0,-999,0,17.06,1.59,94.17,2.42,80.9
2021,2,7,19,0,-999,0,15.54,1.59,94.2,2.83,78.07
2021,2,7,20,0,-999,0,14.26,1.59,94.2,3.06,78.98
2021,2,7,21,0,-999,0,13.39,1.53,94.16,3.07,84.16
2021,2,7,22,0,-999,0,12.8,1.53,94.1,2.94,90.76
2021,2,7,23,0,-999,0,12.68,1.53,94.07,2.58,95.21
2021,2,8,0,0,-999,0,12.53,1.53,94.03,2.25,106.99
2021,2,8,1,0,-999,0,12.25,1.46,94.01,2,130.24
2021,2,8,2,0,-999,0,12.2,1.46,94.03,1.56,161.93
2021,2,8,3,0,-999,0,11.23,1.46,94.05,1.78,196.29
2021,2,8,4,0,-999,0,9.6,1.46,94.06,2.39,213.12
2021,2,8,5,0,-999,0,8.01,1.46,94.09,3.04,220.52
2021,2,8,6,18.96,0.42,0.02,7.77,1.46,94.13,3.38,227.16
2021,2,8,7,220.77,0.66,0.27,11.8,1.46,94.19,4.05,237.84
2021,2,8,8,477.13,0.77,1.75,14.83,1.53,94.25,4.63,246.64
2021,2,8,9,701.7,0.8,4.2,18.62,1.53,94.25,3.71,233.83
2021,2,8,10,861.72,0.82,6.85,22.05,1.65,94.15,1.54,200.45
2021,2,8,11,954.71,0.84,8.77,23.87,1.83,94.04,1.08,111.57
2021,2,8,12,854.02,0.73,-999,24.94,1.95,93.93,1.44,77.47
2021,2,8,13,891.59,0.82,7.55,25.58,2.01,93.85,2.03,51.41
2021,2,8,14,748.32,0.8,5,25.76,2.01,93.81,2.69,49.83
2021,2,8,15,536.15,0.77,2.38,25.36,2.08,93.82,2.98,56.56
2021,2,8,16,271.02,0.65,0.52,23.37,2.26,93.87,2.31,64.39
2021,2,8,17,48.75,0.47,0.02,19.98,2.2,93.92,2.84,76.15
2021,2,8,18,0,-999,0,18.94,2.14,93.96,3.13,82.98
2021,2,8,19,0,-999,0,16.85,2.08,94.01,3.3,84.57
2021,2,8,20,0,-999,0,15.65,2.08,94.01,3.38,88.01
2021,2,8,21,0,-999,0,14.8,2.01,93.95,3.43,99.05
2021,2,8,22,0,-999,0,14.27,2.01,93.91,3.2,105.29
2021,2,8,23,0,-999,0,13.86,2.01,93.87,2.99,111.61
2021,2,9,0,0,-999,0,13.46,2.01,93.84,2.8,125.91
2021,2,9,1,0,-999,0,12.45,1.95,93.79,2.98,140.64
2021,2,9,2,0,-999,0,11.74,1.95,93.79,2.95,155.74
2021,2,9,3,0,-999,0,10.93,1.95,93.83,2.96,175
2021,2,9,4,0,-999,0,9.87,1.89,93.88,3.34,196.44
2021,2,9,5,0,-999,0,9.2,1.89,93.96,3.73,212.32
2021,2,9,6,18.69,0.41,0,9.46,1.89,94.05,3.85,222.45
2021,2,9,7,209.34,0.62,0.25,13.08,1.83,94.11,5.39,230.24
2021,2,9,8,455.3,0.73,1.6,15.9,1.83,94.12,5.05,231.78
2021,2,9,9,676.72,0.77,3.85,19.62,1.83,94.09,4.48,215.85
2021,2,9,10,837.7,0.8,6.27,23.38,1.95,94.05,2.84,181.42
2021,2,9,11,933.47,0.81,7.92,25.44,2.08,93.98,1.78,137.13
2021,2,9,12,951.05,0.82,8.2,26.39,2.14,93.89,1.38,105.14
2021,2,9,13,822.02,0.76,6.52,26.88,2.2,93.8,1.4,77.44
2021,2,9,14,631.34,0.68,4.02,26.91,2.2,93.75,1.7,65.32
2021,2,9,15,394.83,0.56,1.75,26.47,2.2,93.73,2.01,65.92
2021,2,9,16,171.4,0.41,0.38,24.49,2.38,93.75,1.73,75.9
2021,2,9,17,26.81,0.25,0.02,20.69,2.2,93.79,2.45,83.42
2021,2,9,18,0,-999,0,18.51,2.14,93.85,3.06,84
2021,2,9,19,0,-999,0,17.11,2.14,93.92,3.54,83.03
2021,2,9,20,0,-999,0,16.08,2.14,93.97,3.92,82.1
2021,2,9,21,0,-999,0,15.25,2.08,93.97,4.1,83.77
2021,2,9,22,0,-999,0,14.4,2.08,93.94,4.1,89.45
2021,2,9,23,0,-999,0,13.52,2.01,93.89,3.94,99.24
2021,2,10,0,0,-999,0,12.69,2.01,93.84,3.71,112.68
2021,2,10,1,0,-999,0,11.94,2.01,93.79,3.53,129.25
2021,2,10,2,0,-999,0,11.24,2.01,93.78,3.37,149.33
2021,2,10,3,0,-999,0,10.49,2.01,93.79,3.34,172.34
2021,2,10,4,0,-999,0,9.8,2.01,93.84,3.48,193.79
2021,2,10,5,0,-999,0,9.29,2.01,93.92,3.65,209.03
2021,2,10,6,19.78,0.41,0.02,9.64,2.01,94,3.83,218.95
2021,2,10,7,219.64,0.65,0.27,13.06,2.01,94.05,5.73,225.33
2021,2,10,8,474.56,0.75,1.77,15.95,2.01,94.07,5.12,225.37
2021,2,10,9,697.79,0.8,4.23,19.7,2.01,94.05,4.77,205.94
2021,2,10,10,859.43,0.81,6.85,23.48,2.01,93.98,4.19,183.85
2021,2,10,11,946.8,0.82,8.55,25.98,2.08,93.89,2.63,167.99
2021,2,10,12,952.15,0.82,8.8,27.19,2.08,93.81,1.49,134.15
2021,2,10,13,886.81,0.81,7.4,27.83,2.08,93.74,1.38,106.39
2021,2,10,14,677.99,0.73,4.6,27.94,2.08,93.7,1.5,102.95
2021,2,10,15,428.02,0.61,2.02,27.55,2.08,93.7,1.67,92.94
2021,2,10,16,187.03,0.45,0.42,25.48,2.32,93.73,1.66,83.78
2021,2,10,17,28.09,0.26,0.02,21.44,2.14,93.76,2.62,81.41
2021,2,10,18,0,-999,0,19.14,2.08,93.79,3.33,82.44
2021,2,10,19,0,-999,0,17.85,2.08,93.83,3.79,84.08
2021,2,10,20,0,-999,0,16.85,2.01,93.86,4,84.62
2021,2,10,21,0,-999,0,15.92,2.01,93.88,4.06,83.93
2021,2,10,22,0,-999,0,15,2.01,93.88,4.04,84.12
2021,2,10,23,0,-999,0,14.13,2.01,93.86,3.97,87.86
2021,2,11,0,0,-999,0,13.31,2.01,93.84,3.77,97.49
2021,2,11,1,0,-999,0,12.58,2.01,93.81,3.53,116
2021,2,11,2,0,-999,0,11.91,2.01,93.8,3.45,139.41
2021,2,11,3,0,-999,0,11.25,2.01,93.82,3.38,159.26
2021,2,11,4,0,-999,0,10.6,2.01,93.88,3.36,178.8
2021,2,11,5,0,-999,0,10.02,2.01,93.97,3.59,197.88
2021,2,11,6,19.87,0.41,0.02,10.39,2.01,94.07,3.79,211.96
2021,2,11,7,213.82,0.63,0.3,13.97,2.01,94.14,5.55,221.29
2021,2,11,8,467.5,0.73,1.83,16.78,2.01,94.18,4.93,227.18
2021,2,11,9,690.2,0.78,4.3,20.65,2.01,94.18,4.31,212.34
2021,2,11,10,852.27,0.8,6.98,24.49,2.01,94.13,3.67,188.56
2021,2,11,11,957.1,0.83,9.25,27.19,1.95,94.04,2.14,174.14
2021,2,11,12,963.38,0.83,9.5,28.48,1.95,93.94,1.17,146.2
2021,2,11,13,837.93,0.77,7.58,29.12,1.95,93.86,1.17,106.63
2021,2,11,14,651.03,0.7,4.8,29.26,2.01,93.82,1.7,83.14
2021,2,11,15,416.78,0.59,2.15,28.84,2.01,93.84,2.49,76.01
2021,2,11,16,186.02,0.44,0.48,26.42,2.2,93.87,2.27,78.26
2021,2,11,17,29.43,0.27,0.02,21.88,2.08,93.91,3.1,82.77
2021,2,11,18,0,-999,0,19.93,2.14,93.95,3.54,87.09
2021,2,11,19,0,-999,0,18.76,2.14,94,3.77,91.07
2021,2,11,20,0,-999,0,17.73,2.2,94,3.9,96.21
2021,2,11,21,0,-999,0,16.76,2.2,93.99,3.93,103.46
2021,2,11,22,0,-999,0,15.84,2.2,93.95,3.9,112.97
2021,2,11,23,0,-999,0,14.97,2.2,93.91,3.86,123.79
2021,2,12,0,0,-999,0,14.16,2.14,93.88,3.79,135.67
2021,2,12,1,0,-999,0,13.4,2.14,93.87,3.68,148.47
2021,2,12,2,0,-999,0,12.65,2.14,93.87,3.63,161.8
2021,2,12,3,0,-999,0,11.9,2.2,93.89,3.74,176.77
2021,2,12,4,0,-999,0,11.31,2.2,93.93,3.99,192.1
2021,2,12,5,0,-999,0,11,2.14,94,4.33,205.55
2021,2,12,6,22.12,0.44,0.02,11.49,2.08,94.07,4.98,215.41
2021,2,12,7,230.16,0.67,0.3,14.44,2.01,94.13,6.73,221.19
2021,2,12,8,482.62,0.76,1.83,17.38,2.01,94.17,5.64,223.26
2021,2,12,9,704.54,0.8,4.25,21.52,2.08,94.15,4.99,213.52
2021,2,12,10,871.52,0.82,6.92,25.49,2.2,94.09,5.16,195.72
2021,2,12,11,855.66,0.73,-999,29.21,2.08,93.99,5.19,175.51
2021,2,12,12,973.02,0.83,9.1,30.81,2.08,93.88,4.88,163.54
2021,2,12,13,904.06,0.82,7.62,31.55,2.2,93.8,4.58,155.97
2021,2,12,14,690.54,0.73,4.75,31.76,2.2,93.76,4.22,150.26
2021,2,12,15,436.2,0.61,2.1,31.4,2.2,93.77,3.81,144
2021,2,12,16,190.84,0.45,0.48,28.4,2.44,93.8,2.41,131.59
2021,2,12,17,30.16,0.27,0.02,24.81,2.32,93.83,2.74,113.71
2021,2,12,18,0,-999,0,22.51,2.32,93.88,3.28,102.94
2021,2,12,19,0,-999,0,20.62,2.44,93.93,3.86,100.38
2021,2,12,20,0,-999,0,19.33,2.62,93.95,4.28,103.4
2021,2,12,21,0,-999,0,18.32,2.81,93.94,4.48,109.26
2021,2,12,22,0,-999,0,17.45,2.99,93.91,4.59,117.13
2021,2,12,23,0,-999,0,16.65,3.17,93.89,4.66,126.75
2021,2,13,0,0,-999,0,15.84,3.3,93.87,4.67,137.58
2021,2,13,1,0,-999,0,15.04,3.3,93.86,4.58,148.97
2021,2,13,2,0,-999,-999,14.22,3.11,93.86,4.4,165.4
2021,2,13,3,0,-999,-999,13.51,2.75,93.89,4.41,186.72
2021,2,13,4,0,-999,-999,13.01,2.44,93.93,4.6,203.52
2021,2,13,5,0,-999,-999,12.62,2.26,94,4.79,213.48
2021,2,13,6,3.7,0.07,-999,13.04,2.32,94.06,5.31,217.22
2021,2,13,7,196.81,0.57,-999,15.77,2.56,94.12,6.83,216.31
2021,2,13,8,441.14,0.69,-999,18.56,2.87,94.15,5.96,212.52
2021,2,13,9,639.11,0.72,-999,22.75,3.11,94.15,5.97,206.5
2021,2,13,10,780.7,0.73,-999,26.82,3.11,94.09,7.36,198.88
2021,2,13,11,973.12,0.84,9.35,30.1,2.93,94,7.3,186.45
2021,2,13,12,937.38,0.8,9.17,31.94,2.75,93.9,6.66,177.04
2021,2,13,13,824.98,0.75,7.48,32.87,2.56,93.81,6.08,170
2021,2,13,14,644.62,0.68,4.8,33.17,2.5,93.76,5.57,164.46
2021,2,13,15,415.81,0.58,2.15,32.85,2.44,93.75,4.96,159.91
2021,2,13,16,188.04,0.44,0.5,29.64,2.5,93.76,2.94,153.5
2021,2,13,17,31.57,0.27,0.02,25.38,2.32,93.77,3.16,144.78
2021,2,13,18,0,-999,0,23.58,2.26,93.81,3.33,135.95
2021,2,13,19,0,-999,0,22.21,2.26,93.85,3.52,127.43
2021,2,13,20,0,-999,0,20.8,2.2,93.87,3.82,121.81
2021,2,13,21,0,-999,0,19.37,2.26,93.87,4.17,121.66
2021,2,13,22,0,-999,0,18.22,2.26,93.85,4.37,128.18
2021,2,13,23,0,-999,0,17.17,2.2,93.83,4.36,141.18
2021,2,14,0,0,-999,0,16.28,2.14,93.81,4.34,161.96
2021,2,14,1,0,-999,0,15.5,1.95,93.8,4.43,188.22
2021,2,14,2,0,-999,0,14.76,1.83,93.81,4.65,212.3
2021,2,14,3,0,-999,0,14,1.71,93.83,4.82,227.17
2021,2,14,4,0,-999,0,13.23,1.77,93.88,4.73,230.36
2021,2,14,5,0,-999,0,12.57,2.01,93.97,4.65,225.89
2021,2,14,6,24.62,0.46,0.02,12.8,2.32,94.05,4.98,220.29
2021,2,14,7,243.16,0.7,0.35,15.48,2.69,94.11,6.46,214.96
2021,2,14,8,506.45,0.78,2.02,18.37,2.93,94.16,5.45,210.43
2021,2,14,9,728.7,0.82,4.7,22.51,3.11,94.16,5.8,206.63
2021,2,14,10,890.13,0.84,7.62,26.01,3.11,94.11,6.09,204.3
2021,2,14,11,966.88,0.83,9.25,28.9,2.81,94.01,5.3,195.57
2021,2,14,12,871.71,0.74,-999,31.05,2.56,93.91,4.01,178.21
2021,2,14,13,908.08,0.82,7.92,31.87,2.5,93.84,3.21,155.24
2021,2,14,14,690.46,0.73,4.92,32.06,2.5,93.81,3.04,128.84
2021,2,14,15,436.7,0.61,2.17,31.65,2.5,93.83,3.37,107
2021,2,14,16,190.98,0.44,0.5,28.92,2.56,93.86,2.7,91
2021,2,14,17,31.23,0.27,0.02,23.98,2.5,93.92,3.7,80.02
2021,2,14,18,0,-999,0,22.07,2.56,93.99,4.28,75.2
2021,2,14,19,0,-999,0,21.12,2.56,94.05,4.58,74.97
2021,2,14,20,0,-999,0,20.26,2.69,94.08,4.82,77.92
2021,2,14,21,0,-999,0,19.4,2.81,94.07,5.03,83.04
2021,2,14,22,0,-999,0,18.48,2.99,94.05,5.17,89.39
2021,2,14,23,0,-999,0,17.37,2.99,94.03,4.96,96.97
2021,2,15,0,0,-999,0,16.08,2.99,93.99,4.29,105
2021,2,15,1,0,-999,0,14.91,2.87,93.98,3.61,114.4
2021,2,15,2,0,-999,0,14.19,2.87,93.98,3.07,129.43
2021,2,15,3,0,-999,0,13.8,2.87,94.02,2.7,154.69
2021,2,15,4,0,-999,0,13.32,2.99,94.09,2.78,185.49
2021,2,15,5,0,-999,0,12.73,3.11,94.19,3.09,208.18
2021,2,15,6,21.27,0.38,0.02,13.03,3.3,94.28,3.19,218.33
2021,2,15,7,207.39,0.59,0.38,16.52,3.66,94.34,4.23,218.54
2021,2,15,8,456.33,0.7,2,19.19,4.21,94.37,3.67,211.32
2021,2,15,9,677.02,0.76,4.67,22.73,5.68,94.37,4.19,194.92
2021,2,15,10,840.4,0.78,7.65,26.07,5.74,94.3,4.66,155.33
2021,2,15,11,864.64,0.73,-999,28.8,4.94,94.19,6.27,127.51
2021,2,15,12,960.52,0.81,10.92,30.01,4.58,94.08,6.47,119.35
2021,2,15,13,895.63,0.8,9.2,30.76,4.27,93.99,6.58,114.04
2021,2,15,14,684.95,0.72,5.77,31,4.03,93.95,6.72,109.99
2021,2,15,15,438.45,0.61,2.6,30.59,3.91,93.94,6.84,106.74
2021,2,15,16,195.54,0.45,0.62,28.9,3.91,93.96,5.43,101.62
2021,2,15,17,31.92,0.27,0.02,24.21,3.97,94.01,4.23,93.17
2021,2,15,18,0,-999,0,22.39,4.09,94.06,4.65,88.07
2021,2,15,19,0,-999,0,21.41,4.09,94.11,4.91,84.98
2021,2,15,20,0,-999,0,20.34,4.15,94.15,4.96,83.94
2021,2,15,21,0,-999,0,19.26,4.21,94.15,4.93,86.19
2021,2,15,22,0,-999,0,18.19,4.21,94.14,4.88,91.01
2021,2,15,23,0,-999,0,17.19,4.21,94.13,4.78,96.75
2021,2,16,0,0,-999,0,16.14,4.09,94.11,4.47,102.63
2021,2,16,1,0,-999,0,15.11,4.03,94.09,3.92,108.25
2021,2,16,2,0,-999,0,14.26,4.03,94.08,3.45,115.81
2021,2,16,3,0,-999,0,13.63,4.03,94.1,3.19,127.74
2021,2,16,4,0,-999,0,13.14,4.09,94.14,3.06,143.51
2021,2,16,5,0,-999,0,12.69,4.15,94.21,3.01,161.38
2021,2,16,6,24.55,0.43,0.02,13.08,4.33,94.28,2.98,178.65
2021,2,16,7,230.45,0.65,0.4,15.99,4.52,94.32,4.4,192.19
2021,2,16,8,482.67,0.74,2.17,18.71,5.13,94.34,4.19,194.24
2021,2,16,9,651.43,0.73,-999,22.31,6.23,94.32,5.07,177.26
2021,2,16,10,789.53,0.73,-999,25.94,6.16,94.24,6.15,146.61
2021,2,16,11,868.84,0.74,-999,27.96,5.55,94.13,6.09,137.39
2021,2,16,12,945.64,0.8,10.1,29.32,4.82,94.01,5.9,133.28
2021,2,16,13,882.74,0.8,8.45,30.18,4.21,93.92,5.79,130.13
2021,2,16,14,668.14,0.7,5.25,30.46,3.72,93.85,5.78,126.42
2021,2,16,15,422.52,0.59,2.33,30.13,3.42,93.84,5.73,122.37
2021,2,16,16,185.12,0.42,0.55,28.36,3.23,93.85,4.15,115.79
2021,2,16,17,30.7,0.25,0.02,23.44,3.17,93.88,3.7,101.33
2021,2,16,18,0,-999,0,21.52,3.23,93.91,4.15,91.51
2021,2,16,19,0,-999,0,20.64,3.36,93.95,4.49,88.11
2021,2,16,20,0,-999,0,19.85,3.48,93.97,4.81,90.47
2021,2,16,21,0,-999,0,19.07,3.72,93.97,5.05,96.84
2021,2,16,22,0,-999,0,18.26,3.85,93.95,5.19,106.09
2021,2,16,23,0,-999,0,17.36,3.97,93.91,5.1,118.06
2021,2,17,0,0,-999,0,16.5,4.15,93.89,5.03,132.23
2021,2,17,1,0,-999,0,15.79,4.46,93.86,5.18,148.37
2021,2,17,2,0,-999,0,15.21,4.7,93.84,5.45,165.05
2021,2,17,3,0,-999,0,14.52,4.94,93.86,5.22,180.6
2021,2,17,4,0,-999,0,13.8,5.13,93.9,4.67,193.43
2021,2,17,5,0,-999,0,13.19,5.55,93.97,4.26,201.29
2021,2,17,6,23.35,0.39,0.02,13.41,6.47,94.03,4.41,205.97
2021,2,17,7,218.41,0.61,0.42,15.66,7.51,94.07,5.28,208.35
2021,2,17,8,471.02,0.72,2.17,18.78,8.18,94.1,4.49,205.54
2021,2,17,9,693.34,0.77,5.05,22.48,8.18,94.08,4.44,193.94
2021,2,17,10,857.7,0.8,8.27,26.28,6.23,94.01,4.42,159.29
2021,2,17,11,960.66,0.81,10.88,28.41,4.94,93.9,4.13,146.64
2021,2,17,12,880.28,0.74,-999,29.65,4.21,93.77,3.67,143.3
2021,2,17,13,907.47,0.81,9.33,30.33,3.72,93.66,3.22,141.01
2021,2,17,14,689.84,0.72,5.77,30.5,3.3,93.61,2.83,136.45
2021,2,17,15,437.51,0.6,2.55,30.18,2.99,93.6,2.61,128.21
2021,2,17,16,192.6,0.44,0.62,28.39,2.81,93.62,2.12,114.58
2021,2,17,17,32.51,0.26,0.02,23.9,2.56,93.63,2.8,98.33
2021,2,17,18,0,-999,0,21.56,2.44,93.66,3.42,89.61
2021,2,17,19,0,-999,0,20.2,2.32,93.7,3.76,84.04
2021,2,17,20,0,-999,0,19.06,2.38,93.72,3.92,81.74
2021,2,17,21,0,-999,0,18.01,2.5,93.7,3.91,81.85
2021,2,17,22,0,-999,0,17.03,2.75,93.67,3.79,84.44
2021,2,17,23,0,-999,0,16.11,2.99,93.63,3.59,90.5
2021,2,18,0,0,-999,0,15.27,3.17,93.62,3.36,100.87
2021,2,18,1,0,-999,0,14.65,3.36,93.6,3.05,114.99
2021,2,18,2,0,-999,0,14.41,3.42,93.58,2.61,136.57
2021,2,18,3,0,-999,0,14.01,3.3,93.59,2.45,171.92
2021,2,18,4,0,-999,0,13.17,3.17,93.61,2.86,204.04
2021,2,18,5,0,-999,0,12.46,2.93,93.66,3.32,221.08
2021,2,18,6,21.59,0.35,0.02,12.9,2.75,93.7,3.48,229.09
2021,2,18,7,203.39,0.56,0.35,17.01,2.62,93.75,4.42,231.61
2021,2,18,8,447.71,0.68,1.85,19.9,2.75,93.78,4.09,233
2021,2,18,9,664.8,0.73,4.33,23.7,3.11,93.79,3.66,230.37
2021,2,18,10,825.52,0.76,7.08,27.3,3.36,93.73,3.13,229.15
2021,2,18,11,934.54,0.79,9.52,30.44,2.81,93.63,2.07,234.39
2021,2,18,12,944.77,0.79,9.77,31.79,2.5,93.52,1.11,248.12
2021,2,18,13,820.62,0.73,7.75,32.37,2.38,93.44,0.67,310.24
2021,2,18,14,630.71,0.66,4.92,32.59,2.32,93.39,1.26,359.64
2021,2,18,15,401.92,0.55,2.23,32.23,2.32,93.37,1.89,17.61
2021,2,18,16,179.15,0.4,0.52,30.15,2.44,93.39,1.81,31.43
2021,2,18,17,30.57,0.24,0.02,26.08,2.32,93.42,2.6,41.59
2021,2,18,18,0,-999,0,23.77,2.32,93.47,3.2,45.59
2021,2,18,19,0,-999,0,22.33,2.38,93.51,3.59,47.03
2021,2,18,20,0,-999,0,21.25,2.44,93.54,3.72,47.98
2021,2,18,21,0,-999,0,20.3,2.56,93.53,3.67,48.88
2021,2,18,22,0,-999,0,19.51,2.62,93.5,3.48,49.55
2021,2,18,23,0,-999,0,18.98,2.69,93.47,3.13,50.07
2021,2,19,0,0,-999,0,18.98,2.75,93.46,2.58,49.91
2021,2,19,1,0,-999,0,19.3,2.81,93.45,1.89,50.86
2021,2,19,2,0,-999,0,19.59,2.87,93.44,1.1,56.31
2021,2,19,3,0,-999,0,19.38,2.87,93.45,0.24,88.15
2021,2,19,4,0,-999,0,18.56,2.87,93.48,0.69,248.92
2021,2,19,5,0,-999,0,17.24,2.81,93.53,1.53,270.88
2021,2,19,6,24.88,0.39,0.02,16.16,2.75,93.59,2.31,289.6
2021,2,19,7,224.27,0.61,0.38,19.33,2.75,93.66,3.48,306.05
2021,2,19,8,478.99,0.72,2.02,22.27,2.87,93.71,3.99,316.75
2021,2,19,9,697.85,0.77,4.67,25.6,3.11,93.73,3.09,323.42
