-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 12/31/2021 
Location: Latitude  29.7848   Longitude 40.0998 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 685.2 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UV_INDEX,ALLSKY_KT,T2M,QV2M,PS,WS10M,WD10M
2021,4,9,11,987.77,9.0,0.8,28.98,4.03,93.11,4.8,287.9
2021,4,9,12,1007.26,9.65,0.8,30.59,3.78,93.04,4.55,278.78
2021,4,9,13,971.29,8.65,0.8,31.31,3.66,92.97,5.05,267.25
2021,4,9,14,840.24,6.38,0.78,31.18,3.6,92.93,6.12,262.37
2021,4,9,15,656.81,3.73,0.75,30.33,3.54,92.9,6.85,264.63
2021,4,9,16,426.31,1.52,0.68,29.06,3.42,92.88,7.03,271.27
2021,4,9,17,191.26,0.27,0.56,27.31,3.17,92.89,6.36,278.27
2021,4,9,18,23.24,0.02,0.39,23.23,3.05,92.91,4.19,283.7
2021,4,9,19,0.0,0.0,-999.0,21.01,2.87,92.94,4.27,296.28
2021,4,9,20,0.0,0.0,-999.0,20.09,2.87,92.99,4.74,312.46
2021,4,9,21,0.0,0.0,-999.0,19.42,2.87,93.03,5.95,322.95
2021,4,9,22,0.0,0.0,-999.0,18.17,2.87,93.06,6.74,324.39
2021,4,9,23,0.0,0.0,-999.0,16.82,2.93,93.07,6.57,321.13
2021,4,10,0,0.0,0.0,-999.0,15.79,3.36,93.08,6.39,317.58
2021,4,10,1,0.0,0.0,-999.0,14.88,4.09,93.07,6.43,315.79
2021,4,10,2,0.0,0.0,-999.0,13.9,4.76,93.06,6.37,314.55
2021,4,10,3,0.0,0.0,-999.0,13.01,5.19,93.07,6.03,313.27
2021,4,10,4,0.0,0.0,-999.0,12.23,5.55,93.08,5.65,312.59
2021,4,10,5,0.0,0.0,-999.0,11.45,5.98,93.13,5.27,312.3
2021,4,10,6,60.33,0.05,0.41,11.34,6.35,93.18,5.48,312.17
2021,4,10,7,277.79,0.58,0.62,13.05,6.41,93.23,6.78,321.12
2021,4,10,8,523.73,2.25,0.73,15.54,5.8,93.27,6.54,321.79
2021,4,10,9,729.89,4.65,0.77,18.13,5.13,93.29,5.57,309.2
2021,4,10,10,818.08,-999.0,0.73,20.44,4.64,93.28,5.14,291.49
2021,4,10,11,895.77,-999.0,0.73,22.31,4.39,93.23,5.4,275.81
2021,4,10,12,910.83,-999.0,0.73,23.66,4.27,93.19,6.23,265.03
2021,4,10,13,947.77,8.2,0.79,24.3,4.15,93.15,7.24,259.18
2021,4,10,14,828.12,5.98,0.77,24.4,4.09,93.12,7.74,257.58
2021,4,10,15,620.3,3.4,0.7,24.19,3.97,93.11,7.48,259.04
2021,4,10,16,384.66,1.35,0.61,23.58,3.78,93.1,6.68,262.27
2021,4,10,17,167.73,0.25,0.49,22.51,3.54,93.12,5.22,270.51
2021,4,10,18,21.72,0.02,0.36,18.83,3.54,93.12,2.65,299.05
2021,4,10,19,0.0,0.0,-999.0,16.85,3.42,93.14,2.75,329.87
2021,4,10,20,0.0,0.0,-999.0,15.97,3.17,93.19,3.2,335.81
2021,4,10,21,0.0,0.0,-999.0,15.51,2.87,93.24,4.5,326.83
2021,4,10,22,0.0,0.0,-999.0,14.91,2.81,93.33,7.02,325.25
2021,4,10,23,0.0,0.0,-999.0,13.1,3.23,93.38,6.5,327.48
2021,4,11,0,0.0,0.0,-999.0,11.83,3.48,93.42,5.84,324.86
2021,4,11,1,0.0,0.0,-999.0,10.71,3.6,93.47,5.67,320.43
2021,4,11,2,0.0,0.0,-999.0,9.58,3.78,93.52,5.38,315.65
2021,4,11,3,0.0,0.0,-999.0,8.52,3.97,93.57,4.91,311.71
2021,4,11,4,0.0,0.0,-999.0,7.58,4.15,93.62,4.22,308.69
2021,4,11,5,0.0,0.0,-999.0,6.73,4.21,93.67,3.55,305.79
2021,4,11,6,69.38,0.05,0.45,6.99,4.33,93.73,4.04,303.47
2021,4,11,7,303.18,0.6,0.67,9.08,4.33,93.79,5.2,308.16
2021,4,11,8,550.62,2.3,0.76,11.39,3.97,93.83,5.0,303.47
2021,4,11,9,761.31,4.73,0.8,13.71,3.66,93.88,4.7,290.85
2021,4,11,10,918.85,7.35,0.81,15.9,3.42,93.87,4.67,279.53
2021,4,11,11,1015.35,9.3,0.82,17.87,3.17,93.83,4.9,270.37
2021,4,11,12,1031.69,9.83,0.82,19.43,2.99,93.79,5.26,263.87
2021,4,11,13,997.24,8.77,0.83,20.44,2.81,93.75,5.52,258.66
2021,4,11,14,844.95,6.33,0.78,20.91,2.62,93.72,5.84,257.02
2021,4,11,15,646.1,3.6,0.73,20.83,2.56,93.71,5.8,259.13
2021,4,11,16,414.81,1.45,0.66,20.21,2.5,93.72,5.34,263.02
2021,4,11,17,188.8,0.25,0.55,18.98,2.5,93.74,4.52,268.52
2021,4,11,18,23.77,0.02,0.38,15.44,2.69,93.78,2.55,282.38
2021,4,11,19,0.0,0.0,-999.0,13.87,2.69,93.82,2.22,307.56
2021,4,11,20,0.0,0.0,-999.0,13.54,2.69,93.86,1.9,341.04
2021,4,11,21,0.0,0.0,-999.0,13.04,2.75,93.87,1.89,13.4
2021,4,11,22,0.0,0.0,-999.0,12.43,2.75,93.86,2.03,32.1
2021,4,11,23,0.0,0.0,-999.0,11.88,2.75,93.84,2.07,34.71
2021,4,12,0,0.0,0.0,-999.0,11.38,2.75,93.81,2.05,20.71
2021,4,12,1,0.0,0.0,-999.0,10.53,2.81,93.79,2.29,356.67
2021,4,12,2,0.0,0.0,-999.0,9.22,2.81,93.76,2.79,338.97
2021,4,12,3,0.0,0.0,-999.0,8.12,2.87,93.75,3.21,333.43
2021,4,12,4,0.0,0.0,-999.0,7.36,2.99,93.77,3.41,335.66
2021,4,12,5,0.0,0.0,-999.0,6.64,3.23,93.8,3.39,342.15
2021,4,12,6,73.54,0.05,0.47,7.46,3.6,93.84,3.48,348.87
2021,4,12,7,305.82,0.62,0.67,10.24,3.85,93.88,4.27,355.06
2021,4,12,8,550.97,2.33,0.76,14.38,3.78,93.91,2.75,14.63
2021,4,12,9,758.75,4.73,0.79,18.4,3.3,93.94,1.37,90.33
2021,4,12,10,915.2,7.3,0.8,20.57,3.05,93.9,2.08,148.34
2021,4,12,11,902.04,-999.0,0.73,22.3,2.87,93.83,2.76,171.36
2021,4,12,12,1005.59,9.17,0.8,23.69,2.75,93.75,3.42,192.0
2021,4,12,13,965.69,8.08,0.8,24.62,2.62,93.68,4.13,208.94
2021,4,12,14,805.78,5.7,0.75,25.07,2.56,93.61,4.65,222.89
2021,4,12,15,601.14,3.17,0.68,25.08,2.5,93.56,4.81,236.93
2021,4,12,16,370.34,1.25,0.59,24.51,2.5,93.55,4.85,253.34
2021,4,12,17,163.13,0.23,0.47,23.1,2.62,93.57,4.51,274.57
2021,4,12,18,22.69,0.02,0.35,18.63,2.93,93.6,3.32,305.71
2021,4,12,19,0.0,0.0,-999.0,16.19,3.05,93.63,3.63,328.3
2021,4,12,20,0.0,0.0,-999.0,14.96,3.11,93.66,3.54,346.09
2021,4,12,21,0.0,0.0,-999.0,13.98,3.05,93.68,3.53,359.62
2021,4,12,22,0.0,0.0,-999.0,13.2,3.05,93.68,3.61,6.09
2021,4,12,23,0.0,0.0,-999.0,12.52,3.05,93.68,3.67,5.49
2021,4,13,0,0.0,0.0,-999.0,11.9,3.05,93.67,3.77,359.76
2021,4,13,1,0.0,0.0,-999.0,11.31,2.99,93.67,3.95,352.85
2021,4,13,2,0.0,0.0,-999.0,10.62,2.87,93.67,4.2,348.52
2021,4,13,3,0.0,0.0,-999.0,9.76,2.87,93.68,4.45,347.84
2021,4,13,4,0.0,0.0,-999.0,8.91,2.99,93.72,4.58,349.78
2021,4,13,5,0.0,0.0,-999.0,8.16,3.23,93.76,4.44,353.94
2021,4,13,6,68.29,0.05,0.41,8.62,3.48,93.8,5.08,358.59
2021,4,13,7,283.66,0.62,0.62,10.83,3.54,93.84,4.86,2.77
2021,4,13,8,532.7,2.3,0.73,14.95,3.48,93.87,4.02,13.47
2021,4,13,9,744.45,4.75,0.77,19.7,3.11,93.89,3.73,33.39
2021,4,13,10,901.92,7.42,0.79,22.22,3.05,93.89,2.27,39.0
2021,4,13,11,996.34,9.4,0.8,24.09,2.93,93.84,1.46,48.04
2021,4,13,12,1018.58,10.15,0.8,25.52,2.81,93.79,0.8,79.89
2021,4,13,13,982.95,9.02,0.81,26.4,2.62,93.73,0.61,162.95
2021,4,13,14,854.5,6.62,0.79,26.88,2.5,93.69,1.2,208.4
2021,4,13,15,667.66,3.88,0.76,26.83,2.38,93.64,1.86,222.79
2021,4,13,16,434.03,1.58,0.68,26.26,2.32,93.61,2.27,231.56
2021,4,13,17,190.26,0.27,0.54,24.88,2.38,93.62,2.12,242.3
2021,4,13,18,23.68,0.02,0.36,20.79,2.69,93.67,1.89,266.22
2021,4,13,19,0.0,0.0,-999.0,18.35,2.5,93.73,2.45,292.65
2021,4,13,20,0.0,0.0,-999.0,16.85,2.38,93.81,2.85,314.78
2021,4,13,21,0.0,0.0,-999.0,15.43,2.2,93.85,3.19,334.0
2021,4,13,22,0.0,0.0,-999.0,14.21,1.95,93.86,3.42,350.13
2021,4,13,23,0.0,0.0,-999.0,13.19,1.83,93.86,3.56,4.27
2021,4,14,0,0.0,0.0,-999.0,12.3,1.83,93.84,3.61,16.2
2021,4,14,1,0.0,0.0,-999.0,11.46,1.89,93.82,3.57,28.25
2021,4,14,2,0.0,0.0,-999.0,10.65,2.08,93.81,3.51,40.49
2021,4,14,3,0.0,0.0,-999.0,9.96,2.2,93.82,3.49,51.72
2021,4,14,4,0.0,0.0,-999.0,9.39,2.44,93.86,3.52,62.64
2021,4,14,5,0.0,0.0,-999.0,9.0,2.75,93.92,3.59,74.36
2021,4,14,6,75.96,0.05,0.45,10.17,3.11,93.98,3.7,81.49
2021,4,14,7,301.02,0.67,0.65,13.16,3.42,94.05,5.3,84.0
2021,4,14,8,541.02,2.4,0.73,15.81,3.3,94.09,6.01,87.32
2021,4,14,9,746.89,4.88,0.77,17.91,3.17,94.11,6.2,91.16
2021,4,14,10,901.21,7.58,0.79,20.53,3.05,94.09,5.0,94.93
2021,4,14,11,987.35,9.52,0.8,23.14,2.93,94.05,3.12,93.74
2021,4,14,12,981.63,9.25,0.77,24.86,2.81,93.99,1.93,81.38
2021,4,14,13,947.27,8.25,0.78,25.73,2.69,93.93,1.6,70.33
2021,4,14,14,789.49,5.85,0.73,26.11,2.62,93.86,1.51,67.43
2021,4,14,15,588.17,3.3,0.66,25.99,2.5,93.81,1.64,70.27
2021,4,14,16,365.32,1.33,0.57,25.4,2.44,93.78,1.92,75.4
2021,4,14,17,162.54,0.25,0.46,24.13,2.44,93.79,2.26,82.07
2021,4,14,18,22.43,0.02,0.33,19.73,2.69,93.81,2.59,88.96
2021,4,14,19,0.0,0.0,-999.0,17.32,2.56,93.85,3.35,93.88
2021,4,14,20,0.0,0.0,-999.0,16.2,2.56,93.9,3.59,99.26
2021,4,14,21,0.0,0.0,-999.0,15.21,2.56,93.92,3.7,105.41
2021,4,14,22,0.0,0.0,-999.0,14.26,2.56,93.9,3.71,112.29
2021,4,14,23,0.0,0.0,-999.0,13.51,2.56,93.87,3.65,118.65
2021,4,15,0,0.0,0.0,-999.0,12.68,2.62,93.85,3.59,123.9
2021,4,15,1,0.0,0.0,-999.0,11.87,2.62,93.83,3.49,129.36
2021,4,15,2,0.0,0.0,-999.0,11.1,2.69,93.83,3.35,135.19
2021,4,15,3,0.0,0.0,-999.0,10.4,2.75,93.85,3.18,139.49
2021,4,15,4,0.0,0.0,-999.0,9.85,2.75,93.87,3.01,140.9
2021,4,15,5,0.0,0.0,-999.0,9.37,2.81,93.92,2.83,140.15
2021,4,15,6,69.48,0.05,0.4,10.28,2.81,93.98,2.38,138.19
2021,4,15,7,282.6,0.6,0.6,13.48,2.81,94.04,2.82,130.84
2021,4,15,8,521.92,2.2,0.7,16.59,2.87,94.08,2.54,114.12
2021,4,15,9,732.7,4.52,0.75,21.94,2.62,94.08,4.76,116.1
2021,4,15,10,891.04,7.12,0.78,25.36,2.44,94.05,4.85,111.85
2021,4,15,11,980.95,9.02,0.79,27.23,2.44,94.0,4.13,107.51
2021,4,15,12,1025.52,10.42,0.8,28.44,2.44,93.94,3.66,102.2
2021,4,15,13,978.83,9.17,0.8,29.07,2.38,93.86,3.49,98.24
2021,4,15,14,856.3,6.8,0.79,29.23,2.38,93.8,3.46,95.7
2021,4,15,15,670.64,4.0,0.76,28.99,2.38,93.74,3.64,94.18
2021,4,15,16,438.94,1.62,0.69,28.24,2.38,93.71,4.04,93.77
2021,4,15,17,194.74,0.3,0.55,26.7,2.38,93.7,4.24,91.8
2021,4,15,18,24.52,0.02,0.35,22.01,2.56,93.72,3.65,85.95
2021,4,15,19,0.0,0.0,-999.0,19.85,2.5,93.75,4.52,84.05
2021,4,15,20,0.0,0.0,-999.0,18.94,2.5,93.81,5.09,84.36
2021,4,15,21,0.0,0.0,-999.0,17.87,2.56,93.85,5.07,87.0
2021,4,15,22,0.0,0.0,-999.0,16.89,2.62,93.84,4.92,91.73
2021,4,15,23,0.0,0.0,-999.0,16.04,2.69,93.81,4.86,97.67
2021,4,16,0,0.0,0.0,-999.0,15.33,2.81,93.77,4.75,104.68
2021,4,16,1,0.0,0.0,-999.0,14.75,2.87,93.73,4.58,112.02
2021,4,16,2,0.0,0.0,-999.0,14.21,2.93,93.71,4.51,118.7
2021,4,16,3,0.0,0.0,-999.0,13.71,2.93,93.73,4.42,124.34
2021,4,16,4,0.0,0.0,-999.0,13.23,2.93,93.75,4.27,129.51
2021,4,16,5,0.0,0.0,-999.0,12.83,2.93,93.78,4.13,134.08
2021,4,16,6,70.05,0.05,0.39,13.87,2.87,93.83,4.66,136.29
2021,4,16,7,269.25,0.58,0.57,16.68,2.93,93.86,5.82,135.38
2021,4,16,8,511.48,2.17,0.69,20.55,2.87,93.89,5.64,132.92
2021,4,16,9,722.31,4.45,0.74,25.21,2.62,93.88,8.03,134.61
2021,4,16,10,881.15,6.83,0.77,27.92,2.5,93.86,8.31,131.76
2021,4,16,11,966.43,8.55,0.77,29.7,2.44,93.81,8.25,129.35
2021,4,16,12,967.41,8.62,0.76,30.91,2.5,93.74,8.06,129.22
2021,4,16,13,930.16,7.7,0.77,31.71,2.56,93.67,7.83,129.37
2021,4,16,14,796.59,5.58,0.73,32.06,2.62,93.59,7.58,128.72
2021,4,16,15,628.1,3.23,0.7,31.9,2.75,93.53,7.32,127.76
2021,4,16,16,388.71,1.3,0.61,31.21,2.87,93.5,7.13,125.59
2021,4,16,17,162.17,0.23,0.45,29.63,2.93,93.5,6.27,117.94
2021,4,16,18,24.07,0.02,0.34,26.22,2.99,93.51,5.71,105.96
2021,4,16,19,0.0,0.0,-999.0,24.67,2.99,93.52,7.58,101.17
2021,4,16,20,0.0,0.0,-999.0,23.12,3.11,93.54,8.28,99.39
2021,4,16,21,0.0,0.0,-999.0,21.48,3.23,93.59,7.98,100.21
2021,4,16,22,0.0,0.0,-999.0,19.85,3.3,93.67,6.18,104.42
2021,4,16,23,0.0,0.0,-999.0,18.16,3.42,93.78,3.76,108.77
2021,4,17,0,0.0,0.0,-999.0,17.06,3.42,93.84,2.96,110.73
2021,4,17,1,0.0,0.0,-999.0,16.88,3.48,93.84,2.57,104.8
2021,4,17,2,0.0,0.0,-999.0,16.89,3.54,93.84,2.28,98.88
2021,4,17,3,0.0,0.0,-999.0,16.69,3.72,93.91,2.36,124.9
2021,4,17,4,0.0,0.0,-999.0,17.23,3.91,93.88,4.74,150.27
2021,4,17,5,0.0,0.0,-999.0,17.4,4.52,93.82,5.4,159.52
2021,4,17,6,65.73,0.05,0.35,17.26,5.8,93.87,4.04,168.84
2021,4,17,7,241.79,0.5,0.51,19.63,6.77,93.9,4.34,168.79
2021,4,17,8,461.11,1.83,0.62,22.75,7.45,93.92,5.14,171.34
2021,4,17,9,665.69,3.8,0.68,25.51,7.51,93.92,4.55,167.49
2021,4,17,10,823.76,6.02,0.72,27.86,7.26,93.89,3.53,153.55
2021,4,17,11,916.75,7.65,0.73,29.63,7.02,93.83,3.22,132.05
2021,4,17,12,928.31,-999.0,0.73,30.91,6.84,93.77,3.51,116.45
2021,4,17,13,889.92,-999.0,0.73,31.67,6.65,93.7,3.85,108.8
2021,4,17,14,804.38,5.67,0.74,31.95,6.59,93.66,4.08,104.86
2021,4,17,15,616.09,3.33,0.69,31.77,6.59,93.64,4.28,102.44
2021,4,17,16,397.91,1.38,0.62,31.15,6.53,93.63,4.49,101.45
2021,4,17,17,180.73,0.25,0.5,30.02,6.53,93.66,4.52,101.87
2021,4,17,18,27.62,0.02,0.38,27.07,6.41,93.69,3.56,99.09
2021,4,17,19,0.0,0.0,-999.0,25.92,6.1,93.74,4.75,99.94
2021,4,17,20,0.0,0.0,-999.0,25.37,5.55,93.8,5.98,102.67
2021,4,17,21,0.0,0.0,-999.0,24.26,4.94,93.86,6.35,105.4
2021,4,17,22,0.0,0.0,-999.0,22.73,4.39,93.89,6.02,109.02
2021,4,17,23,0.0,0.0,-999.0,20.99,4.09,93.91,5.45,113.95
2021,4,18,0,0.0,0.0,-999.0,19.54,3.97,93.91,4.75,121.97
2021,4,18,1,0.0,0.0,-999.0,18.32,4.09,93.9,4.0,134.37
2021,4,18,2,0.0,0.0,-999.0,17.4,4.46,93.9,3.64,149.69
2021,4,18,3,0.0,0.0,-999.0,16.73,5.19,93.91,3.54,165.29
2021,4,18,4,0.0,0.0,-999.0,16.18,6.16,93.91,3.45,179.87
2021,4,18,5,0.0,0.0,-999.0,15.68,6.9,93.94,3.29,193.74
2021,4,18,6,78.55,0.05,0.41,16.75,7.2,93.99,3.31,206.69
2021,4,18,7,286.59,0.6,0.59,19.48,7.32,94.06,3.95,219.3
2021,4,18,8,521.09,2.17,0.69,22.94,7.32,94.11,3.01,228.79
2021,4,18,9,719.93,4.38,0.73,28.26,6.53,94.13,2.32,225.55
2021,4,18,10,832.81,6.45,0.73,31.25,5.43,94.11,0.48,209.05
2021,4,18,11,876.95,7.62,0.7,32.71,4.94,94.05,1.01,111.8
2021,4,18,12,912.3,8.35,0.72,33.69,4.58,93.97,1.73,112.04
2021,4,18,13,809.26,6.9,0.66,34.22,4.39,93.93,2.02,113.29
2021,4,18,14,592.82,4.52,0.55,34.25,4.27,93.89,2.15,115.17
2021,4,18,15,450.77,2.67,0.51,34.0,4.21,93.87,2.42,119.79
2021,4,18,16,277.57,1.1,0.43,33.39,4.15,93.86,2.78,126.42
2021,4,18,17,127.48,0.2,0.35,31.99,4.27,93.86,2.53,132.37
2021,4,18,18,22.74,0.02,0.3,28.28,4.46,93.88,2.48,137.68
2021,4,18,19,0.0,0.0,-999.0,26.25,4.27,93.91,2.9,143.01
2021,4,18,20,0.0,0.0,-999.0,24.87,4.21,93.96,3.13,149.72
2021,4,18,21,0.0,0.0,-999.0,23.83,4.15,93.99,3.23,157.71
2021,4,18,22,0.0,0.0,-999.0,22.9,4.21,93.98,3.29,166.95
2021,4,18,23,0.0,0.0,-999.0,22.05,4.33,93.96,3.34,176.24
2021,4,19,0,0.0,0.0,-999.0,21.31,4.46,93.93,3.29,185.59
2021,4,19,1,0.0,0.0,-999.0,20.65,4.52,93.9,3.2,194.0
2021,4,19,2,0.0,0.0,-999.0,20.06,4.52,93.87,3.14,201.59
2021,4,19,3,0.0,0.0,-999.0,19.51,4.52,93.86,3.14,208.54
2021,4,19,4,0.0,0.0,-999.0,19.0,4.46,93.87,3.12,212.54
2021,4,19,5,0.0,0.0,-999.0,18.51,4.39,93.87,3.1,212.25
2021,4,19,6,77.88,0.05,0.4,19.4,4.27,93.91,2.89,211.63
2021,4,19,7,286.66,0.67,0.59,23.28,4.15,93.97,3.59,212.38
2021,4,19,8,527.73,2.38,0.7,26.15,4.09,94.01,2.66,215.19
2021,4,19,9,738.85,4.83,0.75,31.08,4.21,94.04,1.99,181.35
2021,4,19,10,900.84,7.42,0.78,33.81,4.27,94.03,2.4,127.06
2021,4,19,11,982.88,9.27,0.78,34.94,4.27,93.98,3.04,116.1
2021,4,19,12,976.76,8.9,0.77,35.58,4.21,93.9,3.49,114.33
2021,4,19,13,926.97,7.83,0.76,35.98,4.15,93.79,3.89,114.3
2021,4,19,14,795.06,-999.0,0.73,36.05,4.09,93.71,4.03,113.93
2021,4,19,15,622.43,3.25,0.7,35.76,4.03,93.66,3.88,110.88
2021,4,19,16,392.81,1.3,0.61,35.06,3.97,93.64,3.9,107.35
2021,4,19,17,177.49,0.25,0.48,33.53,4.03,93.64,3.4,106.98
2021,4,19,18,26.66,0.02,0.34,28.82,4.21,93.66,3.0,112.63
2021,4,19,19,0.0,0.0,-999.0,26.42,4.21,93.7,3.51,118.84
2021,4,19,20,0.0,0.0,-999.0,25.36,4.21,93.75,3.74,124.09
2021,4,19,21,0.0,0.0,-999.0,24.28,4.27,93.8,3.81,130.26
2021,4,19,22,0.0,0.0,-999.0,23.23,4.39,93.8,3.8,137.58
2021,4,19,23,0.0,0.0,-999.0,22.41,4.52,93.77,3.88,144.74
2021,4,20,0,0.0,0.0,-999.0,21.75,4.64,93.74,3.8,152.27
2021,4,20,1,0.0,0.0,-999.0,21.05,4.7,93.7,3.64,158.5
2021,4,20,2,0.0,0.0,-999.0,20.41,4.76,93.68,3.55,162.32
2021,4,20,3,0.0,0.0,-999.0,19.94,4.82,93.66,3.53,163.01
2021,4,20,4,0.0,0.0,-999.0,19.6,4.82,93.66,3.51,162.9
2021,4,20,5,0.0,0.0,-999.0,19.26,4.88,93.68,3.48,163.97
2021,4,20,6,66.98,0.05,0.33,20.33,4.94,93.72,3.44,167.29
2021,4,20,7,286.94,0.75,0.59,23.34,5.0,93.76,4.89,171.64
2021,4,20,8,497.26,2.48,0.66,26.33,5.07,93.78,4.16,172.98
2021,4,20,9,681.04,4.95,0.69,31.38,5.0,93.78,5.06,163.86
2021,4,20,10,836.81,7.17,0.73,34.63,5.19,93.73,6.15,158.39
2021,4,20,11,929.24,8.75,0.74,35.83,5.37,93.66,5.62,164.03
2021,4,20,12,870.48,7.92,0.68,36.58,5.62,93.57,5.04,170.19
2021,4,20,13,847.26,7.27,0.7,37.03,5.68,93.49,4.58,172.35
2021,4,20,14,709.19,5.45,0.65,37.12,5.68,93.42,4.25,171.11
2021,4,20,15,521.34,3.17,0.58,36.73,5.55,93.36,4.16,167.19
2021,4,20,16,306.72,1.23,0.47,35.75,5.43,93.33,4.21,164.39
2021,4,20,17,127.83,0.23,0.35,33.88,5.37,93.33,2.97,162.23
2021,4,20,18,21.3,0.02,0.27,30.78,5.25,93.34,2.99,159.67
2021,4,20,19,0.0,0.0,-999.0,28.71,5.0,93.35,3.51,161.04
2021,4,20,20,0.0,0.0,-999.0,27.48,4.76,93.38,3.84,165.37
2021,4,20,21,0.0,0.0,-999.0,26.65,4.64,93.4,4.01,170.59
2021,4,20,22,0.0,0.0,-999.0,25.7,4.58,93.39,3.77,180.59
2021,4,20,23,0.0,0.0,-999.0,24.29,4.64,93.4,3.08,213.21
2021,4,21,0,0.0,0.0,-999.0,23.06,5.31,93.44,3.08,275.23
2021,4,21,1,0.0,0.0,-999.0,22.26,7.69,93.46,3.85,319.78
2021,4,21,2,0.0,0.0,-999.0,21.49,9.95,93.46,3.69,344.14
2021,4,21,3,0.0,0.0,-999.0,21.07,10.44,93.47,3.2,358.46
2021,4,21,4,0.0,0.0,-999.0,20.85,10.38,93.51,2.91,4.0
2021,4,21,5,0.0,0.0,-999.0,20.48,10.25,93.55,2.66,10.15
2021,4,21,6,79.6,0.08,0.38,21.66,10.13,93.58,2.05,28.72
2021,4,21,7,280.52,0.75,0.56,24.21,10.01,93.61,2.09,64.49
2021,4,21,8,513.48,2.52,0.67,27.87,9.46,93.62,1.22,106.7
2021,4,21,9,721.48,5.08,0.73,32.62,7.87,93.61,0.79,190.86
2021,4,21,10,875.77,7.67,0.76,34.73,7.02,93.58,1.45,189.31
2021,4,21,11,942.5,9.25,0.75,35.71,6.59,93.53,2.11,185.73
2021,4,21,12,921.45,8.65,0.72,36.33,6.16,93.48,2.5,195.38
2021,4,21,13,872.88,7.67,0.71,36.92,5.86,93.42,2.7,214.88
2021,4,21,14,744.93,5.62,0.68,37.26,5.62,93.36,2.86,244.42
2021,4,21,15,567.32,3.27,0.63,36.97,5.55,93.3,3.68,281.02
2021,4,21,16,335.03,1.27,0.52,35.89,5.74,93.29,5.69,308.7
2021,4,21,17,148.87,0.25,0.41,33.76,5.86,93.33,7.68,324.98
2021,4,21,18,25.86,0.02,0.31,30.93,5.74,93.4,7.75,332.32
2021,4,21,19,0.0,0.0,-999.0,28.66,5.43,93.46,6.22,343.36
2021,4,21,20,0.0,0.0,-999.0,27.22,5.31,93.51,4.95,358.1
2021,4,21,21,0.0,0.0,-999.0,26.03,5.25,93.55,4.14,10.0
2021,4,21,22,0.0,0.0,-999.0,24.96,5.25,93.57,3.45,18.89
2021,4,21,23,0.0,0.0,-999.0,23.91,5.25,93.6,2.9,22.63
2021,4,22,0,0.0,0.0,-999.0,23.26,5.25,93.6,2.42,8.73
2021,4,22,1,0.0,0.0,-999.0,22.7,5.31,93.6,2.41,332.03
2021,4,22,2,0.0,0.0,-999.0,22.55,5.43,93.6,2.95,312.74
2021,4,22,3,0.0,0.0,-999.0,22.62,5.68,93.6,3.64,312.48
2021,4,22,4,0.0,0.0,-999.0,22.64,5.74,93.62,4.81,320.08
2021,4,22,5,0.0,0.0,-999.0,22.48,5.19,93.66,6.32,329.98
2021,4,22,6,76.7,0.05,0.36,22.41,4.58,93.71,8.07,341.49
2021,4,22,7,261.05,0.65,0.52,23.49,4.52,93.75,8.93,353.01
2021,4,22,8,466.04,2.2,0.61,26.1,5.0,93.78,9.34,4.41
2021,4,22,9,608.86,4.15,0.61,28.98,5.8,93.79,8.53,10.66
2021,4,22,10,727.68,5.73,0.62,30.98,6.47,93.78,7.24,9.31
2021,4,22,11,820.66,7.05,0.65,31.96,7.08,93.74,6.59,347.74
2021,4,22,12,801.36,7.25,0.62,29.76,8.3,93.84,7.88,309.49
2021,4,22,13,729.66,6.15,0.59,26.8,9.28,93.91,7.83,299.25
2021,4,22,14,731.47,5.55,0.66,25.68,9.4,93.91,6.32,305.14
2021,4,22,15,577.66,3.38,0.64,25.9,9.09,93.8,4.33,348.97
2021,4,22,16,334.84,1.3,0.52,26.39,8.91,93.67,4.65,51.07
2021,4,22,17,153.73,0.25,0.41,26.27,8.85,93.6,4.87,71.39
2021,4,22,18,25.52,0.02,0.3,24.49,8.91,93.61,2.74,63.95
2021,4,22,19,0.0,0.0,-999.0,22.46,9.03,93.7,2.22,44.71
2021,4,22,20,0.0,0.0,-999.0,21.59,9.09,93.77,2.4,30.58
2021,4,22,21,0.0,0.0,-999.0,21.11,9.16,93.78,2.79,30.08
